Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1284,9347,8/9/2015,Low,31,131.2,0.01,Regular Air,-107.98,3.95,5.13,Michelle Tran,Cumberland,21501,Maryland,East,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59,8/18/2015
1285,9350,10/31/2015,Critical,13,1735.94,0.1,Delivery Truck,-432.54,140.98,53.48,Darren Budd,Amarillo,79109,Texas,Central,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,11/1/2015
1286,9350,10/31/2015,Critical,2,337.6,0.1,Regular Air,-210.78,172.99,19.99,Darren Budd,Amarillo,79109,Texas,Central,Corporate,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.64,11/2/2015
1288,9409,5/5/2015,Critical,12,1712.66,0.1,Regular Air,-390.77,152.48,4,Vicky Freymann,Redford,48239,Michigan,Central,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,5/7/2015
1290,9473,10/11/2015,Not Specified,3,31.95,0.1,Regular Air,-23.69,8.04,8.94,Jonathan Doherty,Goldsboro,27534,North Carolina,South,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,10/13/2015
1291,9473,10/11/2015,Not Specified,34,563.82,0.03,Regular Air,188.22,16.51,2.99,Jonathan Doherty,Goldsboro,27534,North Carolina,South,Corporate,Office Supplies,Binders and Binder Accessories,JM Magazine Binder,Small Box,0.37,10/12/2015
1292,9473,10/11/2015,Not Specified,31,502.44,0.04,Regular Air,-363.44,15.51,17.78,Jonathan Doherty,Goldsboro,27534,North Carolina,South,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,10/13/2015
1296,9504,11/25/2015,Medium,17,1954.796,0.05,Regular Air,98.35,140.99,4.2,Sung Pak,Nampa,83686,Idaho,West,Small Business,Technology,Telephones and Communication,7160,Small Box,0.59,11/27/2015
1297,9505,6/7/2015,High,2,316.52,0.03,Regular Air,-542.32,152.48,4,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,6/9/2015
1298,9505,6/7/2015,High,5,155.39,0.1,Regular Air,-127.70,32.98,5.5,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,6/10/2015
1299,9509,10/7/2015,Not Specified,36,12175.82,0.02,Delivery Truck,2825.15,320.98,58.95,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,10/8/2015
1300,9509,10/7/2015,Not Specified,5,101.21,0.1,Express Air,2.13,18.97,5.21,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1887,Small Box,0.37,10/8/2015
1301,9509,10/7/2015,Not Specified,32,1585.64,0.02,Regular Air,707.15,48.91,5.81,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1891,Small Box,0.38,10/7/2015
1305,9573,6/13/2015,Medium,41,133.23,0,Regular Air,-59.91,3.14,1.92,Emily Grady,Prairie Village,66202,Kansas,Central,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,6/14/2015
1306,9573,6/13/2015,Medium,21,146.25,0.01,Express Air,60.12,6.35,1.02,Emily Grady,Spanish Fork,84660,Utah,West,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Wrap Bag,0.39,6/14/2015
1308,9602,11/10/2015,Critical,27,2654.16,0.01,Delivery Truck,600.93,90.97,28,Hunter Lopez,Southbury,06488,Connecticut,East,Consumer,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,11/12/2015
1309,9602,11/10/2015,Critical,16,36.23,0.02,Regular Air,-24.87,2.12,1.99,Hunter Lopez,Stoughton,02072,MA,East,Consumer,Technology,Computer Peripherals,Fuji Slim Jewel Case CD-R,Small Pack,0.55,11/12/2015
1310,9602,11/10/2015,Critical,15,1722.65,0.05,Delivery Truck,-399.67,114.98,51.42,Hunter Lopez,Waterbury,06710,Connecticut,East,Consumer,Furniture,Bookcases,Sauder Camden County Collection Library,Jumbo Box,0.65,11/11/2015
1313,9632,1/15/2015,Low,33,3633.03,0.09,Regular Air,1440.27,120.98,9.07,Andrew Roberts,Redmond,98052,Washington,West,Home Office,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.35,1/19/2015
1334,9761,1/21/2015,Not Specified,2,202.64,0.04,Delivery Truck,-221.62,90.97,14,Todd Boyes,Waukesha,53186,Wisconsin,Central,Small Business,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,1/22/2015
1335,9761,1/21/2015,Not Specified,23,133.69,0.08,Regular Air,-92.23,5.98,7.15,Todd Boyes,Wausau,54401,Wisconsin,Central,Small Business,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36,1/23/2015
1338,9765,10/12/2015,Low,26,3505.6,0.03,Regular Air,1019.70,128.24,12.65,Rose O'Brian,Tulsa,74133,Oklahoma,Central,Home Office,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,,10/19/2015
1340,9794,3/24/2015,Not Specified,25,135.23,0.1,Regular Air,-45.65,5.68,3.6,Scott Cohen,Louisville,80027,Colorado,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Preferred Stainless Steel Scissors,Small Pack,0.56,3/25/2015
1345,9826,3/22/2015,Medium,7,131.61,0.01,Regular Air,-7.30,17.48,1.99,Irene Maddox,Palm Coast,32137,Florida,South,Consumer,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,3/24/2015
1353,9861,10/28/2015,Low,47,706.68,0.1,Regular Air,6.60,15.94,5.45,Chad Sievert,Saint Paul,55106,Minnesota,Central,Corporate,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Small Pack,0.55,11/1/2015
1356,9892,7/16/2015,Medium,50,1406.64,0.02,Regular Air,424.36,27.18,8.23,Kelly Williams,Emporia,66801,Kansas,Central,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Small Box,0.38,7/17/2015
1366,9925,1/29/2015,Critical,43,1751.68,0.1,Express Air,771.83,41.94,2.99,Chad Sievert,Saint Paul,55106,Minnesota,Central,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,2/1/2015
1367,9925,1/29/2015,Critical,17,86.47,0.07,Regular Air,-9.35,5.28,2.99,Chad Sievert,Saint Paul,55106,Minnesota,Central,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,1/31/2015
1368,9925,1/29/2015,Critical,31,684.5,0.02,Regular Air,-27.99,21.38,8.99,Chad Sievert,Saint Paul,55106,Minnesota,Central,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,1/31/2015
1373,9952,5/1/2015,High,47,7890.89,0.01,Express Air,-771.09,167.27,35,Maribeth Dona,Fairfax,20151,Virginia,South,Home Office,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,5/3/2015
1386,10053,1/9/2015,High,31,162.58,0,Regular Air,-109.86,4.89,4.93,Craig Molinari,Nashville,37211,Tennessee,South,Small Business,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,1/12/2015
1387,10053,1/9/2015,High,44,6815.23,0,Delivery Truck,-196.07,150.98,39.25,Craig Molinari,Nashville,37211,Tennessee,South,Small Business,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75,1/11/2015
1431,10341,12/21/2015,High,17,2312.96,0.09,Delivery Truck,43.03,145.45,17.85,Sung Pak,Nampa,83686,Idaho,West,Small Business,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,12/22/2015
1440,10432,1/4/2015,Low,13,2323.36,0.08,Regular Air,220.39,179.99,19.99,Sonia Sunley,Hutchinson,67501,Kansas,Central,Corporate,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,1/11/2015
1446,10439,3/28/2015,Not Specified,41,823.13,0,Regular Air,384.51,18.94,1.49,Raymond Book,Bellevue,98006,Washington,West,Consumer,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Small Box,0.35,3/30/2015
1447,10439,3/28/2015,Not Specified,30,569.61,0.02,Regular Air,-48.44,17.98,4,Raymond Book,Bellevue,98006,Washington,West,Consumer,Technology,Computer Peripherals,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Small Box,0.79,3/30/2015
1448,10439,3/28/2015,Not Specified,27,75.06,0.09,Regular Air,26.13,2.89,0.5,Raymond Book,Bellevue,98006,Washington,West,Consumer,Office Supplies,Labels,Avery 498,Small Box,0.38,3/29/2015
1449,10439,3/28/2015,Not Specified,46,225.13,0.01,Express Air,-205.75,4.48,7.24,Raymond Book,Bellevue,98006,Washington,West,Consumer,Furniture,Office Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Small Box,0.54,3/30/2015
1451,10466,12/25/2015,High,27,114.86,0.07,Regular Air,16.21,4.28,0.94,Evan Henry,La Mesa,91941,California,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,12/26/2015
1452,10470,5/4/2015,Low,40,1757.43,0.02,Express Air,490.77,44.01,3.5,Guy Phonely,Dublin,43017,Ohio,East,Corporate,Office Supplies,Appliances,Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Small Box,0.59,5/6/2015
1453,10470,5/4/2015,Low,8,137.26,0.03,Regular Air,-54.61,15.99,13.18,Guy Phonely,Dublin,43017,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,5/11/2015
1454,10470,5/4/2015,Low,20,2913.1455,0.09,Regular Air,333.72,175.99,4.99,Guy Phonely,Dublin,43017,Ohio,East,Corporate,Technology,Telephones and Communication,5165,Small Box,0.59,5/6/2015
1455,10470,5/4/2015,Critical,35,246.98,0.1,Regular Air,-94.78,7.38,5.21,Khloe Miller,Royal Oak,48073,Michigan,Central,Corporate,Furniture,Office Furnishings,"Eldon® Expressions™ Wood Desk Accessories, Oak",Small Box,0.56,5/9/2015
1467,10567,3/29/2015,High,10,1111.008,0.09,Delivery Truck,-146.29,146.34,43.75,Susan Pistek,New Orleans,70117,Louisiana,South,Home Office,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.65,3/30/2015
1468,10593,2/11/2015,High,27,435.27,0.05,Regular Air,-147.51,15.98,8.99,Sally Matthias,Mankato,56001,Minnesota,Central,Home Office,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.64,2/12/2015
1469,10593,2/11/2015,High,26,723.82,0.05,Regular Air,-40.98,27.42,19.46,Sally Matthias,Mankato,56001,Minnesota,Central,Home Office,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box,0.44,2/13/2015
1485,10688,5/12/2015,Medium,14,618.84,0.05,Regular Air,-200.84,41.47,34.2,Craig Yedwab,Colchester,06415,Connecticut,East,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,5/13/2015
1500,10823,6/12/2015,Low,3,133.9,0.03,Regular Air,-14.58,43.41,2.99,Helen Wasserman,Dundalk,21222,Maryland,East,Home Office,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,0.39,6/12/2015
1510,10917,2/9/2015,Critical,14,1281.358,0.09,Express Air,-90.12,115.99,5.99,Alice McCarthy,Kearns,84118,Utah,West,Corporate,Technology,Telephones and Communication,2160,Small Box,0.57,2/11/2015
1513,10945,1/2/2015,Medium,14,1170.025,0.04,Regular Air,4.22,95.99,8.99,Ralph Knight,Lansing,60438,Illinois,Central,Consumer,Technology,Telephones and Communication,600 Series Flip,Small Box,0.57,1/4/2015
1514,10948,8/13/2015,Medium,50,193.11,0.08,Regular Air,-263.76,3.89,7.01,Dan Campbell,Hacienda Heights,91745,California,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,8/13/2015
1516,10951,11/6/2015,Not Specified,14,677.43,0.1,Regular Air,75.48,50.98,22.24,Neil Knudson,Salisbury,28144,North Carolina,South,Corporate,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55,11/6/2015
1522,10982,12/10/2015,Not Specified,29,538.27,0.02,Regular Air,225.20,18.94,1.49,Sung Chung,Meridian,83642,Idaho,West,Home Office,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Small Box,0.35,12/11/2015
1523,10982,12/10/2015,Not Specified,30,3665.41,0.05,Regular Air,1236.36,122.99,19.99,Sung Chung,Meridian,83642,Idaho,West,Home Office,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37,12/12/2015
1524,10982,12/10/2015,Not Specified,14,20.95,0,Express Air,2.81,1.14,0.7,Sung Chung,Meridian,83642,Idaho,West,Home Office,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,12/12/2015
1526,11011,5/13/2015,High,33,8305.19,0.04,Delivery Truck,1383.32,240.98,60.2,Fred McMath,Bennington,05201,Vermont,East,Small Business,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Jumbo Box,0.56,5/15/2015
1527,11011,5/13/2015,High,36,251.05,0.1,Regular Air,118.79,7.31,0.49,Fred McMath,Garfield,07026,New Jersey,East,Small Business,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,5/14/2015
1528,11011,5/13/2015,High,36,305.62,0.1,Regular Air,-129.86,8.74,8.29,Fred McMath,New Bedford,02744,MA,East,Small Business,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,5/14/2015
1533,11044,6/24/2015,Medium,3,14.49,0.09,Regular Air,-12.58,3.28,5,Sandra Glassco,Fargo,58103,North Dakota,Central,Home Office,Office Supplies,Pens & Art Supplies,Newell 35,Wrap Bag,0.56,6/25/2015
1534,11045,3/25/2015,Medium,35,710.86,0.04,Regular Air,196.22,19.98,5.97,Eugene Moren,Aurora,80013,Colorado,West,Home Office,Office Supplies,Paper,Xerox 1936,Small Box,0.38,3/26/2015
1540,11108,8/16/2015,Not Specified,20,131.71,0.1,Regular Air,-44.00,6.48,5.74,Cynthia Arntzen,Smyrna,37167,Tennessee,South,Small Business,Office Supplies,Paper,Xerox 1994,Small Box,0.37,8/18/2015
1544,11137,11/29/2015,High,48,5188.86,0.1,Regular Air,395.12,111.03,8.64,Allen Rosenblatt,Alton,62002,Illinois,Central,Small Business,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,11/30/2015
1545,11168,10/21/2015,Critical,35,182.86,0,Regular Air,-106.27,4.82,5.72,Lisa Hazard,Albuquerque,87105,New Mexico,West,Home Office,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,10/23/2015
1549,11173,3/30/2015,Critical,37,221.66,0.08,Regular Air,-95.17,5.98,3.85,Janet Molinari,East Cleveland,44112,Ohio,East,Corporate,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,4/1/2015
1551,11202,3/17/2015,Medium,8,339.81,0.05,Regular Air,79.59,43.41,2.99,Barry Weirich,Forest Park,60130,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,0.39,3/18/2015
1559,11239,2/8/2015,Critical,33,6170.02,0.03,Delivery Truck,-433.29,179.29,29.21,Jay Kimmel,Fairborn,45324,Ohio,East,Small Business,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.74,2/10/2015
1560,11269,5/26/2015,Low,39,2083.0525,0.09,Express Air,354.96,65.99,5.99,Harold Engle,Lafayette,47905,Indiana,Central,Home Office,Technology,Telephones and Communication,i1000,Small Box,0.58,5/30/2015
1561,11269,5/26/2015,Low,49,233.28,0.04,Regular Air,112.35,4.91,0.5,Harold Engle,Lawrence,46226,Indiana,Central,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,6/2/2015
1562,11269,5/26/2015,Low,1,47.01,0.09,Regular Air,-19.32,27.75,19.99,Harold Engle,Lawrence,46226,Indiana,Central,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer®,Small Box,0.67,6/2/2015
1565,11301,3/22/2015,Medium,29,1194.96,0.04,Regular Air,107.45,39.98,4,Tony Chapman,Adrian,49221,Michigan,Central,Consumer,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,3/22/2015
1571,11362,9/10/2015,Low,32,3245.73,0.09,Regular Air,569.57,110.98,13.99,Hilary Holden,Michigan City,46360,Indiana,Central,Corporate,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,9/12/2015
1572,11362,9/10/2015,Low,27,63.02,0.07,Regular Air,-119.66,2.18,5,Hilary Holden,Michigan City,46360,Indiana,Central,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,9/12/2015
1573,11362,9/10/2015,Low,9,6420.87,0.02,Regular Air,-690.21,699.99,24.49,Hilary Holden,Mishawaka,46544,Indiana,Central,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,9/15/2015
1574,11362,9/10/2015,Low,25,2407.693,0.04,Regular Air,424.14,110.99,8.99,Hilary Holden,Mishawaka,46544,Indiana,Central,Corporate,Technology,Telephones and Communication,LX 677,Small Box,0.57,9/14/2015
1576,11396,7/21/2015,Critical,42,12270.3,0.07,Regular Air,4842.37,304.99,19.99,Matt Connell,Massillon,44646,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,7/22/2015
1577,11398,8/6/2015,High,16,109.7,0.03,Regular Air,-106.77,5.98,10.39,Nathan Gelder,Janesville,53545,Wisconsin,Central,Home Office,Office Supplies,Paper,Xerox 1895,Small Box,0.4,8/7/2015
1578,11398,8/6/2015,High,26,80.89,0.03,Regular Air,23.37,2.94,0.81,Nathan Gelder,Janesville,53545,Wisconsin,Central,Home Office,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,0.4,8/8/2015
1584,11428,1/20/2015,Medium,16,1554.53,0,Regular Air,474.66,90.48,19.99,Bill Donatelli,Bellevue,68005,Nebraska,Central,Small Business,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Small Box,0.4,1/20/2015
1587,11431,8/1/2015,High,5,39.68,0.09,Regular Air,-6.71,8.01,2.87,Eric Hoffmann,Apopka,32712,Florida,South,Small Business,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4,8/3/2015
1588,11431,8/1/2015,High,8,1273.266,0.1,Regular Air,-615.67,205.99,8.99,Eric Hoffmann,Apopka,32712,Florida,South,Small Business,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,8/2/2015
1604,11650,9/24/2015,Not Specified,30,243.49,0.08,Regular Air,-45.89,8.32,2.38,Valerie Mitchum,Dumont,07628,New Jersey,East,Home Office,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,9/25/2015
1605,11650,9/24/2015,Not Specified,26,1090.4,0.06,Regular Air,146.24,40.97,8.99,Valerie Mitchum,Dundalk,21222,Maryland,East,Home Office,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,9/26/2015
1613,11683,2/6/2015,Not Specified,28,1650.411,0.03,Regular Air,335.08,65.99,5.99,Fred Chung,East Meadow,11554,New York,East,Corporate,Technology,Telephones and Communication,i1000,Small Box,0.58,2/6/2015
1614,11684,7/27/2015,High,8,1173.5,0,Regular Air,53.87,140.81,24.49,Jenna Caffey,Lancaster,17602,Pennsylvania,East,Consumer,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,7/29/2015
1623,11745,7/19/2015,High,17,686.27,0.06,Regular Air,-345.36,40.48,19.99,Mark Cousins,Taylor,48180,Michigan,Central,Home Office,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,7/20/2015
1626,11776,2/23/2015,Low,40,57.24,0.04,Express Air,-14.10,1.26,0.7,Christina Vanderzanden,Newton,50208,Iowa,Central,Small Business,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,2/23/2015
1631,11782,7/28/2015,Low,46,247.21,0.02,Regular Air,-63.72,4.98,4.75,Marina Lichtenstein,Dubuque,52001,Iowa,Central,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,8/2/2015
1632,11782,7/28/2015,Low,27,1541.781,0.07,Regular Air,14.35,66.99,13.99,Marina Lichtenstein,Dubuque,52001,Iowa,Central,Corporate,Technology,Telephones and Communication,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Medium Box,0.6,8/4/2015
1633,11808,7/31/2015,Not Specified,1,148.344,0.06,Delivery Truck,25.21,150.98,39.25,Tracy Poddar,Mount Vernon,43050,Ohio,East,Corporate,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75,8/1/2015
1642,11874,9/9/2015,Medium,1,40.29,0,Regular Air,-82.13,30.42,8.65,Tracy Poddar,Mount Vernon,43050,Ohio,East,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,9/11/2015
1643,11874,9/9/2015,Medium,20,775.77,0.07,Regular Air,179.37,39.98,9.83,Tracy Poddar,Mount Vernon,43050,Ohio,East,Corporate,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,9/9/2015
1644,11875,8/20/2015,Medium,19,242.63,0,Regular Air,-36.11,12.44,6.27,Shahid Hopkins,Mount Pleasant,48858,Michigan,Central,Small Business,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.57,8/21/2015
1660,11969,1/18/2015,Not Specified,16,1684.96,0.08,Regular Air,-553.06,110.98,35,Ivan Liston,Hopkins,55305,Minnesota,Central,Consumer,Office Supplies,Storage & Organization,"Carina Mini System Audio Rack, Model AR050B",Large Box,0.82,1/19/2015
1661,11969,1/18/2015,Not Specified,9,1662.048,0.03,Delivery Truck,-471.26,212.6,110.2,Ivan Liston,Hopkins,55305,Minnesota,Central,Consumer,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box,0.73,1/20/2015
1662,11969,1/18/2015,Not Specified,42,11460.76,0.1,Delivery Truck,4264.82,349.45,60,Ivan Liston,Hopkins,55305,Minnesota,Central,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,1/20/2015
1665,12005,6/24/2015,Not Specified,4,1660.86,0.04,Regular Air,-164.59,415.88,11.37,Dean Percer,Boston,02108,MA,East,Home Office,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,6/26/2015
1675,12096,9/19/2015,Medium,46,8009.5925,0.02,Regular Air,2332.40,200.99,8.08,Michelle Lonsdale,Glen Ellyn,60137,Illinois,Central,Home Office,Technology,Telephones and Communication,5125,Small Box,0.59,9/19/2015
1676,12096,9/19/2015,Medium,23,4689.66,0.01,Regular Air,2176.19,194.3,11.54,Michelle Lonsdale,Glendale Heights,60139,Illinois,Central,Home Office,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Large Box,0.59,9/21/2015
1681,12129,12/25/2015,Medium,36,4852.05,0,Delivery Truck,-1197.58,122.99,70.2,Giulietta Weimer,Ann Arbor,48104,Michigan,Central,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,12/28/2015
1696,12256,12/18/2015,Medium,44,117.97,0.1,Regular Air,44.59,2.88,0.5,Joni Blumstein,Enid,73703,Oklahoma,Central,Home Office,Office Supplies,Labels,Avery 49,Small Box,0.36,12/20/2015
1711,12292,6/2/2015,Not Specified,32,824.24,0.1,Regular Air,-127.23,26.31,5.89,Ken Lonsdale,University City,63130,MO,Central,Consumer,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,6/2/2015
1718,12352,3/23/2015,Medium,5,36.86,0.07,Regular Air,-32.82,5.81,8.49,Hunter Glantz,Downers Grove,60516,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39,3/24/2015
1722,12356,10/18/2015,Critical,39,243.05,0.02,Regular Air,-70.85,5.98,5.35,Yoseph Carroll,Pullman,99163,Washington,West,Consumer,Office Supplies,Paper,Xerox 1947,Small Box,0.4,10/21/2015
1726,12418,2/17/2015,Not Specified,38,299.01,0.09,Regular Air,-142.86,7.98,6.5,Ed Braxton,Tempe,85281,Arizona,West,Home Office,Office Supplies,Storage & Organization,Iris Project Case,Medium Box,0.59,2/19/2015
1752,12551,6/11/2015,Low,46,5023.2535,0.01,Regular Air,1665.23,125.99,5.26,George Ashbrook,Lubbock,79424,Texas,Central,Small Business,Technology,Telephones and Communication,232,Small Box,0.55,6/18/2015
1776,12711,2/18/2015,Critical,32,1486.72,0,Regular Air,294.81,43.98,8.99,Sung Shariari,Monroe,71203,Louisiana,South,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,0.58,2/19/2015
1777,12711,2/18/2015,Critical,45,558.04,0.05,Regular Air,40.32,12.98,3.14,Sung Shariari,New Iberia,70560,Louisiana,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,2/19/2015
1788,12804,5/25/2015,Medium,21,69.06,0,Regular Air,28.47,3.08,0.5,Philip Fox,Brentwood,37027,Tennessee,South,Home Office,Office Supplies,Labels,Avery 497,Small Box,0.37,5/28/2015
1789,12804,5/25/2015,Medium,50,84.01,0.08,Regular Air,-4.17,1.81,0.75,Philip Fox,Brentwood,37027,Tennessee,South,Home Office,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,5/27/2015
