Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1640,11846,41383,Low,49,7319.85,0.03,Regular Air,611.43,152.48,4,Ken Dana,Billings,59102,Montana,West,Corporate,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,41387
1641,11846,41383,Low,28,707.44,0.01,Express Air,-50.27,24.98,8.79,Ken Dana,Billings,59102,Montana,West,Corporate,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Small Box,0.66,41390
1646,11877,41416,Not Specified,19,796.14,0.03,Regular Air,320.0675,41.94,2.99,David Wiener,Dover,19901,Delaware,East,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,41417
1647,11877,41416,Not Specified,31,142.96,0.09,Regular Air,33.59,4.73,1.52,David Wiener,Dover,19901,Delaware,East,Consumer,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,41418
1648,11878,41328,Not Specified,18,102.06,0.1,Regular Air,36.23,6.3,0.5,Jesus Ocampo,Mesquite,75150,Texas,Central,Small Business,Office Supplies,Labels,Avery 48,Small Box,0.39,41329
1649,11878,41328,Not Specified,15,101.82,0.08,Regular Air,-52.55,6.48,7.03,Jesus Ocampo,Mesquite,75150,Texas,Central,Small Business,Office Supplies,Paper,Xerox 214,Small Box,0.37,41329
1650,11907,41508,Low,45,4729.85,0.03,Delivery Truck,2014.82,100.97,14,Mark Cousins,Taylor,48180,Michigan,Central,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Jumbo Drum,0.37,41508
1651,11908,41418,Not Specified,5,1386.6,0.09,Delivery Truck,-556.18,280.98,57,Marc Crier,Russellville,72801,Arkansas,South,Corporate,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,41420
1654,11911,41587,Critical,25,397.84,0,Regular Air,-14.7545,15.22,9.73,Edward Hooks,Carol Stream,60188,Illinois,Central,Consumer,Office Supplies,Binders and Binder Accessories,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Small Box,0.36,41589
1655,11941,41448,Critical,4,73.07,0.08,Regular Air,-41.01,15.7,11.25,Jamie Kunitz,East Saint Louis,62205,Illinois,Central,Corporate,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,41449
1656,11941,41448,Critical,26,4679.1,0.05,Delivery Truck,111.52,179.29,29.21,Jamie Kunitz,East Saint Louis,62205,Illinois,Central,Corporate,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.74,41449
1657,11943,41370,Low,49,657.94,0.09,Regular Air,7.3525,14.45,7.17,Stephanie Phelps,Kirkland,98034,Washington,West,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,41377
1658,11943,41370,Low,19,1270.73,0.08,Delivery Truck,-425.72,70.98,30,Stephanie Phelps,Kirkland,98034,Washington,West,Consumer,Furniture,Chairs & Chairmats,Novimex Turbo Task Chair,Jumbo Drum,0.73,41372
1668,12039,41440,High,13,2048.568,0.1,Regular Air,-259.985,205.99,8.99,Carlos Meador,Pomona,91767,California,West,Corporate,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,41442
1670,12067,41308,Critical,45,271.06,0,Regular Air,-76.6015,5.74,5.01,Toby Swindell,Gallatin,37066,Tennessee,South,Small Business,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,41308
1671,12067,41308,Critical,6,58.84,0.05,Regular Air,4.29,9.48,3.72,Toby Swindell,Gallatin,37066,Tennessee,South,Small Business,Furniture,Office Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Small Pack,0.4,41309
1672,12067,41308,Critical,12,1211.72,0.04,Regular Air,587.84,99.23,8.99,Toby Swindell,Gallatin,37066,Tennessee,South,Small Business,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,41309
1673,12067,41308,Critical,9,75.26,0.01,Regular Air,-17.24,7.64,5.83,Toby Swindell,Gallatin,37066,Tennessee,South,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,41309
1674,12067,41308,Critical,7,407.116,0.08,Regular Air,-289.806,65.99,19.99,Toby Swindell,Gallatin,37066,Tennessee,South,Small Business,Technology,Telephones and Communication,iDEN i95,Small Box,0.59,41309
1677,12097,41586,Critical,9,49.89,0.06,Regular Air,-30.84,4.98,6.07,Tanja Norvell,Saint Petersburg,33710,Florida,South,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,0.36,41588
1678,12097,41586,Critical,25,1831.529,0,Express Air,-139.975,85.99,0.99,Tanja Norvell,Saint Petersburg,33710,Florida,South,Consumer,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,41586
1684,12160,41619,Low,48,10341.47,0.03,Delivery Truck,865.02,208.16,68.02,Darren Budd,Arlington,76017,Texas,Central,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,41624
1685,12160,41619,Low,2,55.21,0.08,Regular Air,-45.3,24.98,8.79,Darren Budd,Arlington,76017,Texas,Central,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,41623
1686,12160,41619,Low,9,38.3,0.01,Regular Air,-42.4925,3.36,6.27,Darren Budd,Arlington,76017,Texas,Central,Corporate,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55,41624
1688,12196,41426,Not Specified,32,599.52,0.04,Regular Air,25.14,17.98,8.51,Tracy Zic,Riviera Beach,33404,Florida,South,Consumer,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,41427
1689,12196,41426,Not Specified,25,10330.94,0.07,Regular Air,2914.56,419.19,19.99,Tracy Zic,Riviera Beach,33404,Florida,South,Consumer,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58,41426
1701,12259,41318,High,45,5007.69,0.07,Delivery Truck,-899.34,114.98,51.42,Muhammed Yedwab,Petersburg,23805,Virginia,South,Consumer,Furniture,Bookcases,Sauder Camden County Collection Library,Jumbo Box,0.65,41320
1702,12259,41318,High,45,1379.62,0.1,Regular Air,-66.07,31.98,6.72,Muhammed Yedwab,Petersburg,23805,Virginia,South,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,41319
1703,12261,41569,Low,12,2237.76,0.1,Delivery Truck,151.86,200.98,23.76,Ritsa Hightower,Ponca City,74601,Oklahoma,Central,Corporate,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,41574
1704,12261,41569,Low,4,20.59,0.02,Express Air,1.19,3.98,0.83,Ritsa Hightower,Ponca City,74601,Oklahoma,Central,Corporate,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51,41573
1705,12261,41569,Low,19,281.74,0.06,Regular Air,25.67,14.56,3.5,Ritsa Hightower,Shawnee,74801,Oklahoma,Central,Corporate,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,41574
1706,12261,41569,Low,23,217.35,0,Regular Air,-67.19,8.74,8.29,Ritsa Hightower,Shawnee,74801,Oklahoma,Central,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,41576
1707,12261,41569,Low,15,2746.57,0.03,Regular Air,617.4,178.47,19.99,Ritsa Hightower,Shawnee,74801,Oklahoma,Central,Corporate,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,41574
1725,12417,41570,Critical,19,137.84,0.06,Regular Air,34.31,7.4,1.71,Cathy Prescott,Roswell,88201,New Mexico,West,Corporate,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,41572
1728,12420,41633,Medium,34,536.25,0.06,Express Air,-166.75,15.99,13.18,Joel Eaton,Jackson,39212,Mississippi,South,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,41633
1729,12420,41633,Medium,1,5.73,0.01,Regular Air,-1.84,4.98,0.8,Joel Eaton,Jackson,39212,Mississippi,South,Home Office,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,41634
1732,12449,41304,Medium,36,1400.1,0.03,Regular Air,88.68,39.98,4,Anthony Rawles,Fountain,80817,Colorado,West,Small Business,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,41306
1734,12451,41382,Low,26,3662.16,0.01,Delivery Truck,-372.82,130.98,54.74,Thais Sissman,Ponte Vedra Beach,32004,Florida,South,Small Business,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,41384
1735,12451,41382,Low,21,329.37,0.04,Express Air,-53.57,15.14,4.53,Thais Sissman,Ponte Vedra Beach,32004,Florida,South,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,41384
1736,12452,41614,Medium,1,356.95,0.08,Regular Air,-228.2405,387.99,19.99,Bill Donatelli,Bellevue,68005,Nebraska,Central,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,41615
1737,12452,41614,Medium,17,112.86,0.04,Regular Air,-56.78,6.6,4.07,Bill Donatelli,Fremont,68025,Nebraska,Central,Corporate,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,41616
1738,12452,41614,Medium,38,2063.42,0.03,Regular Air,989.95,55.98,5.15,Bill Donatelli,Fremont,68025,Nebraska,Central,Corporate,Office Supplies,Paper,Xerox 1934,Small Box,0.36,41616
1742,12483,41489,Critical,14,1676.44,0.02,Regular Air,607.495,120.98,9.07,Tom Zandusky,Tallahassee,32303,Florida,South,Home Office,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.35,41489
1743,12483,41489,Critical,14,1406.07,0.1,Delivery Truck,-701.91,100.98,57.38,Tom Zandusky,Tallahassee,32303,Florida,South,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,41491
1744,12483,41489,Critical,30,1771.67,0.09,Regular Air,338.95,59.76,9.71,Tom Zandusky,Tallahassee,32303,Florida,South,Home Office,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,41490
1745,12485,41492,Critical,24,5407.31,0.04,Delivery Truck,1068.48,226.67,28.16,Eugene Barchas,Carpentersville,60110,Illinois,Central,Home Office,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Jumbo Drum,0.59,41493
1748,12515,41406,Medium,16,1702.499,0.08,Regular Air,133.452,125.99,5.99,Michael Stewart,Hopatcong,07843,New Jersey,East,Small Business,Technology,Telephones and Communication,i600,Small Box,0.56,41409
1754,12580,41286,Low,43,140.72,0.04,Regular Air,-115.53,3.28,3.97,Dave Poirier,Carteret,07008,New Jersey,East,Small Business,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,41288
1755,12580,41286,Low,50,8038.08,0.1,Regular Air,2821.405,172.99,19.99,Dave Poirier,Rancho Cucamonga,91730,California,West,Small Business,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39,41288
1758,12612,41628,Low,29,2360.98,0.02,Regular Air,611.93,78.65,13.99,Julia Barnett,San Clemente,92672,California,West,Home Office,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box,0.52,41628
1759,12612,41628,Low,49,182.2,0.09,Express Air,82.21,3.75,0.5,Julia Barnett,San Clemente,92672,California,West,Home Office,Office Supplies,Labels,Avery 496,Small Box,0.37,41633
1760,12613,41373,Medium,3,15.64,0.08,Regular Air,-16.008,3.36,6.27,Richard Eichhorn,Marrero,70072,Louisiana,South,Consumer,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,41376
1761,12613,41373,Medium,28,1751.08,0,Regular Air,587.01,59.78,10.29,Richard Eichhorn,Marrero,70072,Louisiana,South,Consumer,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,41374
1762,12613,41373,Medium,18,225.37,0.04,Express Air,77.53,12.22,2.85,Richard Eichhorn,Marrero,70072,Louisiana,South,Consumer,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,41374
1768,12643,41351,Low,22,345.69,0.02,Regular Air,143.23,15.04,1.97,Ann Blume,Derry,03038,New Hampshire,East,Small Business,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39,41353
1770,12704,41313,Low,44,21506.77,0.06,Regular Air,1260.51,499.99,24.49,Carlos Soltero,Wilmette,60091,Illinois,Central,Small Business,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,41313
1771,12704,41313,Low,28,669.02,0.02,Delivery Truck,-1274.02,20.98,53.03,Carlos Soltero,Wilmette,60091,Illinois,Central,Small Business,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,41315
1773,12707,41422,High,20,2213.92,0.03,Regular Air,768.34,105.98,13.99,Alejandro Ballentine,Keizer,97303,Oregon,West,Small Business,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,41424
1774,12708,41280,Low,44,159.41,0,Express Air,34.68,3.28,0.98,Yana Sorensen,Fairfield,94533,California,West,Corporate,Office Supplies,Pens & Art Supplies,Crayola Colored Pencils,Wrap Bag,0.52,41285
1775,12710,41502,Critical,37,2116.62,0.06,Regular Air,745.45,55.98,13.88,John Castell,Prior Lake,55372,Minnesota,Central,Small Business,Office Supplies,Paper,Xerox 1882,Small Box,0.36,41502
1778,12736,41340,Low,2,25.52,0.01,Regular Air,21.77,9.65,6.22,Henry MacAllister,College Station,77840,Texas,Central,Small Business,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,41347
1779,12743,41447,High,39,677.518,0.09,Regular Air,168.219,20.99,0.99,Mark Cousins,Troy,48098,Michigan,Central,Corporate,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57,41449
1787,12803,41329,Not Specified,32,383.81,0.03,Regular Air,-21.15,12.21,4.81,Patrick Jones,Opelika,36801,Alabama,South,Home Office,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,41331
1801,12900,41396,High,50,627.12,0.08,Regular Air,100.04,12.64,4.98,Laurel Elliston,Danville,24541,Virginia,South,Corporate,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,41397
1802,12900,41396,High,18,4096.21,0.08,Delivery Truck,308.22,306.14,26.53,Laurel Elliston,Danville,24541,Virginia,South,Corporate,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,41398
1803,12902,41575,Not Specified,9,302.05,0,Regular Air,-58.81,30.98,6.5,Daniel Byrd,Owosso,48841,Michigan,Central,Home Office,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64,41577
1804,12902,41575,Not Specified,30,3645.45,0.04,Delivery Truck,-765.5,120.98,56.7,Daniel Byrd,Reno,89502,Nevada,West,Home Office,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Jumbo Box,0.68,41577
1806,12929,41515,Critical,19,5297.47,0.02,Delivery Truck,-158.93,270.98,50,Jim Radford,Elk Grove Village,60007,Illinois,Central,Corporate,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,0.77,41516
1807,12929,41515,Critical,20,95.3,0,Regular Air,29.68,4.48,1.22,Jim Radford,Elk Grove Village,60007,Illinois,Central,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,41516
1812,12965,41449,Medium,7,44.74,0.04,Regular Air,-20.102,5.74,5.01,Shirley Jackson,Encinitas,92024,California,West,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,41450
1813,12965,41449,Medium,21,90.78,0.06,Regular Air,-71.8405,4.24,5.41,Shirley Jackson,Encinitas,92024,California,West,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,41450
1814,12999,41366,High,31,2712.07,0.09,Regular Air,-435.56,95.43,19.99,Georgia Rosenberg,Alexandria,22304,Virginia,South,Consumer,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,41367
1820,13088,41385,Not Specified,46,187.92,0.08,Regular Air,-2149.8,3.25,49,Ben Ferrer,Columbus,43229,Ohio,East,Corporate,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,41387
1822,13090,41480,Not Specified,15,150.2,0.02,Regular Air,12.97,9.27,4.39,David Bremer,Redlands,92374,California,West,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,0.38,41481
1825,13094,41503,Not Specified,7,283.57,0.02,Regular Air,71.21,37.94,5.08,Craig Leslie,Hilton Head Island,29915,South Carolina,South,Consumer,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,41504
1828,13121,41339,High,36,1211,0,Regular Air,-27.99,30.98,6.5,Xylona Price,Boardman,44512,Ohio,East,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,41340
1829,13121,41339,High,28,4924.135,0.07,Regular Air,1049.535,205.99,8.99,Xylona Price,Boardman,44512,Ohio,East,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,41342
1830,13125,41620,Not Specified,30,990.73,0.02,Express Air,56.39,30.73,4,Alejandro Savely,Essex Junction,05451,Vermont,East,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,41622
1834,13127,41485,Medium,13,951.31,0.06,Delivery Truck,-333.07,68.81,60,Sam Craven,Evans,30809,Georgia,South,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,41488
1856,13347,41386,Not Specified,24,104.89,0.07,Express Air,22.8395,3.8,1.49,Vivek Gonzalez,Aspen Hill,20906,Maryland,East,Consumer,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,41387
1857,13348,41584,Medium,35,4890.58,0.05,Regular Air,310.51,140.85,19.99,Jim Kriz,Fairborn,45324,Ohio,East,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,41585
1858,13351,41399,Medium,20,3331.81,0.08,Regular Air,484.15,179.99,19.99,Karl Brown,Westerly,02808,Rhode Island,East,Corporate,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,41400
1864,13410,41430,Not Specified,4,33.64,0.07,Regular Air,-35.17,8.12,2.83,Bobby Odegard,Omaha,68104,Nebraska,Central,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,41432
1865,13410,41430,Not Specified,29,701.94,0.01,Regular Air,158.91,23.99,6.3,Bobby Odegard,Omaha,68104,Nebraska,Central,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38,41431
1866,13413,41302,Critical,29,150.28,0.04,Regular Air,-50.86,4.98,4.7,Karen Daniels,Findlay,45840,Ohio,East,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,41304
1867,13440,41559,Not Specified,22,971.82,0.07,Regular Air,326.39,43.98,1.99,Jim Mitchum,Conroe,77301,Texas,Central,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,41561
1869,13447,41281,High,24,436.4835,0.01,Regular Air,0.846,20.99,4.81,Pamela Coakley,Mentor,44060,Ohio,East,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,41283
1871,13476,41562,Not Specified,3,173.33,0.09,Regular Air,-121.39,52.99,19.99,Noel Staavos,Andover,01810,MA,East,Home Office,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Small Box,0.81,41563
1872,13476,41562,Not Specified,31,972.35,0.05,Regular Air,10.96,30.73,4,Noel Staavos,Central Falls,02863,Rhode Island,East,Home Office,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,41562
1873,13476,41562,Not Specified,47,231.29,0.09,Express Air,-147.8555,4.91,5.68,Noel Staavos,Roselle,07203,New Jersey,East,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,41564
1878,13537,41423,Low,41,316.61,0.03,Regular Air,110.34,7.4,1.71,Lena Creighton,Norristown,19401,Pennsylvania,East,Home Office,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,41425
1879,13540,41416,High,33,121,0.09,Regular Air,51.21,3.75,0.5,Theresa Swint,Port Chester,10573,New York,East,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,41418
1880,13540,41416,High,27,1484.185,0.02,Regular Air,239.247,65.99,4.99,Theresa Swint,Port Chester,10573,New York,East,Consumer,Technology,Telephones and Communication,T193,Small Box,0.57,41418
1881,13540,41416,High,31,259.59,0.06,Regular Air,34.79,8.5,1.99,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49,41416
1882,13540,41416,High,16,34.93,0.04,Regular Air,-0.05,2.18,0.78,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,41416
1883,13540,41416,High,33,431.06,0.02,Regular Air,-26.78,12.28,6.13,Theresa Swint,Port Saint Lucie,34952,Florida,South,Consumer,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,41416
1899,13607,41595,Critical,12,440.6,0.07,Regular Air,2.97,39.48,1.99,Matthew Grinstein,Clovis,88101,New Mexico,West,Small Business,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,41596
1900,13607,41595,Critical,37,109.9,0.09,Express Air,48.52,2.61,0.5,Matthew Grinstein,Clovis,88101,New Mexico,West,Small Business,Office Supplies,Labels,Avery 479,Small Box,0.39,41596
1901,13607,41595,Critical,13,315.29,0,Regular Air,-361.82,20.34,35,Matthew Grinstein,Clovis,88101,New Mexico,West,Small Business,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,41597
1916,13731,41402,Not Specified,10,44.08,0.08,Regular Air,6.79,4.48,1.22,Tom Prescott,Tinton Falls,07701,New Jersey,East,Small Business,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,41405
1919,13762,41445,Medium,8,55,0.05,Regular Air,-23.621,6.28,5.36,Denny Joy,Belle Glade,33430,Florida,South,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems' Combs,Small Box,0.4,41448
1920,13762,41445,Medium,7,51.66,0.06,Regular Air,7.4,7.64,1.39,Denny Joy,Belle Glade,33430,Florida,South,Corporate,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36,41447
1921,13762,41445,Medium,37,107.73,0.08,Regular Air,39.81,3.15,0.5,Denny Joy,Belle Glade,33430,Florida,South,Corporate,Office Supplies,Labels,Avery 520,Small Box,0.37,41447
1924,13767,41511,High,29,597.66,0.08,Regular Air,-178,21.66,13.99,Nona Balk,Lake Charles,70601,Louisiana,South,Corporate,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Medium Box,0.52,41513
1925,13767,41511,High,45,1403.741,0.01,Regular Air,622.251,35.99,3.3,Nona Balk,Lake Charles,70601,Louisiana,South,Corporate,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,41513
1926,13767,41511,High,10,1246.3635,0.06,Regular Air,-339.108,155.99,8.99,Nona Balk,Lake Charles,70601,Louisiana,South,Corporate,Technology,Telephones and Communication,LX 788,Small Box,0.58,41512
1927,13767,41511,High,12,2050.712,0.05,Delivery Truck,-381.04,218.75,69.64,Nona Balk,Oxford,36203,Alabama,South,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.72,41513
1931,13799,41608,Critical,5,118.06,0.05,Regular Air,2.63,22.23,5.08,Sibella Parks,Aloha,97007,Oregon,West,Small Business,Furniture,Office Furnishings,"Executive Impressions 14""",Small Pack,0.41,41610
1935,13861,41496,High,7,37.3,0,Regular Air,5.03,4.84,0.71,Andy Yotov,Saginaw,76131,Texas,Central,Corporate,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,41496
1940,13895,41597,High,44,614.34,0.02,Regular Air,-171.7,14.03,9.37,Michelle Ellison,Green Bay,54302,Wisconsin,Central,Small Business,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,41597
1949,13958,41296,Low,11,808.673,0.06,Regular Air,-10.67,85.99,0.99,Jill Matthias,Laguna Hills,92653,California,West,Consumer,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,41305
1960,14018,41430,High,30,160.68,0.08,Express Air,77.75,4.98,0.49,Annie Thurman,Magna,84044,Utah,West,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,41430
1962,14023,41324,Not Specified,36,711.1,0.08,Regular Air,241.077,21.38,2.99,Edward Becker,El Paso,79907,Texas,Central,Corporate,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock®,Small Box,0.36,41326
1963,14023,41324,Not Specified,48,498.16,0.03,Regular Air,40.61,9.99,5.12,Edward Becker,El Paso,79907,Texas,Central,Corporate,Office Supplies,Paper,Xerox 1948,Small Box,0.4,41325
1964,14048,41410,Not Specified,47,1837.15,0.06,Regular Air,196.58,40.97,8.99,Nora Paige,Apple Valley,92307,California,West,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,41410
1965,14048,41410,Not Specified,5,540.22,0.06,Regular Air,-253.38,101.41,35,Nora Paige,Apple Valley,92307,California,West,Small Business,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82,41412
1966,14048,41410,Not Specified,40,2035.393,0.01,Regular Air,1152.693,55.99,1.25,Nora Paige,Apple Valley,92307,California,West,Small Business,Technology,Telephones and Communication,Accessory32,Small Pack,0.35,41412
