Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
4991,35522,40476,Low,27,2575.01,0.09,Regular Air,231.46,99.99,19.99,Michael Granlund,British Columbia,West,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,40483
5062,36099,40438,Low,32,85.49,0.08,Regular Air,5.72,2.88,0.7,Neil Ducich,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,40443
5063,36099,40438,Low,15,926.3,0.09,Regular Air,-503.8,64.65,35,Neil Ducich,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,40443
5437,38625,40499,Not Specified,28,2752,0.06,Express Air,336.47,99.99,19.99,Chad Sievert,British Columbia,West,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,40501
5438,38625,40499,Not Specified,12,72.82,0.02,Regular Air,5.03,5.98,2.5,Chad Sievert,British Columbia,West,Corporate,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,40501
5695,40259,40463,Medium,4,29.05,0.08,Express Air,-20.9,4.98,4.32,Theone Pippenger,British Columbia,West,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,40464
6279,44450,40460,Critical,14,243.23,0.07,Regular Air,35.33,17.48,1.99,Sean Wendt,British Columbia,West,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,40461
6280,44450,40460,Critical,24,1326.51,0.03,Regular Air,58.167,65.99,8.99,Sean Wendt,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,40460
6350,44999,40200,Medium,17,110.74,0.09,Regular Air,-70.31,6.48,7.49,Mike Kennedy,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,40201
6376,45249,40509,Low,24,1155.5835,0.04,Regular Air,-126.995,55.99,5,Roland Black,Manitoba,Prarie,Small Business,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,40514
6411,45570,40399,Critical,19,77.57,0,Regular Air,-67.4935,3.58,5.47,Bart Watters,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,40400
6517,46375,40416,Medium,24,905.32,0.02,Regular Air,389.07,35.44,5.09,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1932,Small Box,0.38,40418
6518,46375,40416,Medium,16,1702.499,0.08,Regular Air,162.108,125.99,5.26,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,232,Small Box,0.55,40417
6596,46948,40318,Low,10,64.13,0.1,Regular Air,-28.9685,6.54,5.27,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,40322
6644,47267,40541,Medium,24,492.71,0.02,Regular Air,67.01,19.98,8.68,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,40542
6645,47267,40541,Medium,14,1042.06,0.04,Delivery Truck,-931.248,70.89,89.3,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.69,40542
6806,48480,40180,Critical,32,11103.75,0.1,Delivery Truck,-522.59,370.98,99,Sean Wendt,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,40183
6852,48800,40473,Not Specified,8,28761.52,0.04,Regular Air,285.113,3499.99,24.49,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,40474
7009,50048,40196,High,14,35.48,0.09,Regular Air,-9.19,2.58,1.3,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag,0.59,40198
7010,50048,40196,High,1,15,0.05,Regular Air,-11.02,6.84,8.37,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,40198
7152,51041,40388,High,47,2766.818,0.03,Regular Air,846.945,65.99,5.92,Neil Ducich,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,252,Small Box,0.55,40389
7194,51328,40477,Low,38,689.67,0.07,Regular Air,51.47,18.7,8.99,Sarah Jordon,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Small Pack,0.47,40482
7263,51814,40445,Critical,13,104.51,0.04,Regular Air,-9.2805,7.84,4.71,Michael Granlund,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,0.35,40447
7852,56135,40495,Medium,8,1118.82,0.04,Delivery Truck,-320.3,140.98,36.09,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,40497
7853,56135,40495,Medium,48,79.75,0.1,Regular Air,-41.32,1.81,1.56,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag,0.49,40496
8120,57986,40480,High,14,199.93,0.1,Regular Air,-105.33,14.81,13.32,Dennis Bolton,Manitoba,Prarie,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43,40480
8215,58725,40318,Not Specified,39,335.35,0.05,Regular Air,-134.97,8.74,8.29,Joel Jenkins,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,40319
503,3463,40407,Critical,43,264.75,0.08,Regular Air,-212.51,6.48,8.4,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,40408
591,4034,40495,Not Specified,44,3367.24,0.07,Regular Air,-1183.69,79.52,48.2,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Medium Box,0.74,40496
592,4034,40495,Not Specified,37,5723.24,0,Delivery Truck,-194.967,145.98,51.92,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,40496
593,4037,40260,High,27,188.07,0,Regular Air,-101.85,6.48,7.86,Bruce Stewart,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,40261
775,5538,40536,Critical,43,1281.28,0.05,Regular Air,415.854,29.17,6.27,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,0.37,40538
776,5538,40536,Critical,13,1940.31,0.03,Delivery Truck,-668.187,146.05,80.2,Julia Dunbar,Manitoba,Prarie,Consumer,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,40537
777,5538,40536,Critical,4,430.848,0.06,Regular Air,-492.767,125.99,5.63,Julia Dunbar,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,8290,Small Box,0.6,40539
814,5863,40503,Medium,40,933.21,0.05,Regular Air,207.18,22.98,7.58,Guy Thornton,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,40504
997,7175,40216,Critical,10,748.25,0.05,Delivery Truck,-86.99,70.98,26.74,Helen Andreada,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6,40218
1207,8834,40490,High,1,16.73,0.08,Regular Air,-6.96,12.64,4.98,Ken Lonsdale,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,40491
1408,10242,40524,Medium,32,690.88,0.08,Regular Air,119.25,22.98,7.58,Maria Bertelson,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,40525
2118,15109,40526,Not Specified,11,230.72,0.08,Regular Air,-68.76,20.95,5.99,Maria Bertelson,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,40529
2119,15109,40526,Not Specified,45,293.47,0.06,Regular Air,-205.38,6.48,8.4,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,40528
2120,15109,40526,Not Specified,33,88.7,0.06,Regular Air,-89.13,2.52,4.28,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44,40528
2121,15109,40526,Not Specified,23,262.78,0.04,Regular Air,19.36,10.98,3.37,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,40527
2122,15109,40526,Not Specified,10,142.15,0.09,Regular Air,-58.18,14.03,9.37,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,40528
2146,15332,40328,Not Specified,6,321.71,0.1,Regular Air,-2.7255,52.4,16.11,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,Small Box,0.39,40330
2242,16165,40381,Not Specified,4,136.68,0.01,Express Air,-125.16,30.73,4,Hallie Redmond,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,40383
2243,16165,40381,Not Specified,24,1452.48,0.07,Express Air,376.52,62.18,10.84,Hallie Redmond,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Medium Box,0.63,40382
2244,16165,40381,Not Specified,19,3555.29,0.09,Express Air,183.28,193.17,19.99,Hallie Redmond,Manitoba,Prarie,Small Business,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Small Box,0.71,40381
2426,17632,40230,Medium,38,71.12,0.1,Regular Air,-21.89,1.98,0.7,Liz Thompson,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",Wrap Bag,0.83,40231
2691,19492,40524,High,9,691.09,0.08,Regular Air,364.03,78.69,19.99,Jason Gross,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,40526
2692,19492,40524,High,33,713.7,0.02,Regular Air,176.09,21.98,2.87,Jason Gross,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,40525
3050,21863,40503,Not Specified,27,85.77,0.03,Regular Air,-102.0165,2.84,5.44,Christine Sundaresam,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Avery Round Ring Poly Binders,Small Box,0.36,40504
3051,21863,40503,Not Specified,13,149.31,0,Regular Air,7.769,10.98,5.14,Christine Sundaresam,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,0.36,40504
3072,22022,40271,Critical,1,1409.86,0.07,Delivery Truck,-3461.121,1500.97,29.7,Hallie Redmond,Manitoba,Prarie,Small Business,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57,40272
3659,26182,40194,Not Specified,4,770.76,0.08,Delivery Truck,-192.51,200.98,23.76,Doug Bickford,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,40194
4387,31238,40412,Medium,21,7512.03,0.09,Express Air,2017.64,363.25,19.99,Joseph Airdo,Ontario,Ontario,Corporate,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,40414
4637,32998,40450,Not Specified,13,1663.83,0.1,Delivery Truck,-484.64,130.98,54.74,Guy Thornton,Ontario,Ontario,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,40451
4766,33889,40488,Low,46,9046.33,0,Delivery Truck,1398.03,180.98,55.24,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,40493
4767,33889,40488,Low,43,367.96,0.06,Regular Air,-16.11,8.67,3.5,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,40495
4768,33889,40488,Low,27,159.05,0.04,Regular Air,21.46,5.98,2.5,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,40492
4769,33889,40488,Low,39,116.14,0.01,Regular Air,50.44,2.88,0.5,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Labels,Avery 49,Small Box,0.36,40490
5114,36449,40426,Not Specified,6,90.75,0.02,Regular Air,-26.39,12.99,14.37,Bruce Stewart,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,40426
5483,38917,40503,Low,11,618.1965,0.02,Regular Air,-132.528,65.99,8.8,Joseph Airdo,Ontario,Ontario,Consumer,Technology,Telephones and Communication,6120,Small Box,0.58,40510
5539,39265,40305,Critical,47,198.08,0.02,Regular Air,32.69,4.28,0.94,Dorothy Dickinson,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,40306
5786,41059,40435,Medium,26,363.16,0.08,Express Air,3.9185,14.27,7.27,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38,40435
5787,41059,40435,Medium,45,12571.63,0.09,Regular Air,5455.96,300.98,13.99,Lycoris Saunders,Ontario,Ontario,Corporate,Technology,Office Machines,Polycom VoiceStation 100,Medium Box,0.39,40436
5788,41059,40435,Medium,21,128.86,0,Express Air,24.53,5.84,1.2,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,40437
5789,41059,40435,Medium,45,17884.53,0.04,Delivery Truck,2357.86,400.98,42.52,Lycoris Saunders,Ontario,Ontario,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71,40436
6470,46050,40182,High,3,876.75,0.02,Regular Air,-248.69,289.53,19.99,Julie Prescott,Ontario,Ontario,Home Office,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,Small Box,0.56,40185
6504,46310,40380,High,29,1935.25,0.04,Regular Air,652.188,63.98,11.55,Annie Thurman,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind P50 Personal Binding Machine,Small Box,0.38,40381
6505,46310,40380,High,13,278.5,0.1,Regular Air,-6.23,22.01,5.53,Annie Thurman,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,40381
6506,46310,40380,High,42,5423.58,0.01,Regular Air,1361.56,120.33,19.99,Annie Thurman,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Iceberg Mobile Mega Data/Printer Cart ®,Small Box,0.59,40380
6997,49986,40465,Critical,39,110.36,0.05,Regular Air,8.6,2.84,0.93,Joseph Airdo,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,0.54,40467
7258,51780,40383,Low,42,372.69,0.01,Express Air,-177.031,8.04,8.94,Rob Beeghly,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,40390
7688,55107,40306,Low,32,171.52,0.1,Regular Air,46.61,5.68,1.39,Julie Prescott,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.38,40311
7829,55969,40455,Medium,37,2329.4,0.08,Regular Air,189.77,64.98,6.88,Meg O'Connel,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,40458
8065,57538,40229,Critical,40,1370.49,0.08,Regular Air,-244.63,33.98,19.99,Christina Vanderzanden,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box,0.55,40231
8201,58656,40516,High,5,39.44,0,Regular Air,-0.943,6.75,2.99,Doug O'Connell,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,40518
8202,58656,40516,High,3,11.01,0.09,Regular Air,-1.42,2.08,5.33,Doug O'Connell,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,40518
8226,58789,40395,Low,26,195.51,0.03,Regular Air,-105.7195,7.3,7.72,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,40399
8227,58789,40395,Low,38,377.13,0.02,Regular Air,-10.29,9.77,6.02,Christina Vanderzanden,Ontario,Ontario,Small Business,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,40400
237,1600,40239,Medium,32,303.59,0.1,Regular Air,-45.99,9.65,6.22,Liz MacKendrick,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,40241
238,1600,40239,Medium,36,191.6,0.04,Regular Air,-150.74,4.98,7.44,Liz MacKendrick,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,0.36,40240
458,3109,40382,Low,47,1005.74,0.1,Regular Air,199.3,22.23,8.99,Liz MacKendrick,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41,40389
459,3109,40382,Low,37,6477.7395,0.01,Regular Air,1653.966,205.99,8.99,Liz MacKendrick,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,40389
704,4932,40399,Critical,11,109.37,0.07,Regular Air,25.96,10.31,1.79,Bobby Odegard,Ontario,Ontario,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,40401
1736,12452,40519,Medium,1,356.95,0.08,Regular Air,-228.2405,387.99,19.99,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,40520
1737,12452,40519,Medium,17,112.86,0.04,Regular Air,-56.78,6.6,4.07,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,40521
1738,12452,40519,Medium,38,2063.42,0.03,Regular Air,989.95,55.98,5.15,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1934,Small Box,0.36,40521
1864,13410,40335,Not Specified,4,33.64,0.07,Regular Air,-35.17,8.12,2.83,Bobby Odegard,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,40337
1865,13410,40335,Not Specified,29,701.94,0.01,Regular Air,158.91,23.99,6.3,Bobby Odegard,Ontario,Ontario,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38,40336
2193,15808,40526,Critical,33,126.88,0.05,Regular Air,12.63,3.7,1.61,Bill Donatelli,Ontario,Ontario,Corporate,Furniture,Office Furnishings,3M Hangers With Command Adhesive,Wrap Bag,0.44,40526
2194,15808,40526,Critical,42,906.64,0.07,Express Air,-148.925,22.38,15.1,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,40526
2195,15808,40526,Critical,45,882.96,0.06,Regular Air,11.65,19.98,4,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,40528
2196,15808,40526,Critical,3,58.14,0.01,Regular Air,-96.25,20.99,4.81,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,40527
2271,16326,40308,High,39,1538.33,0.03,Regular Air,471.35,39.48,1.99,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,40310
2272,16326,40308,High,39,147.46,0.06,Regular Air,14.13,3.71,1.93,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Wrap Bag,0.35,40308
4676,33255,40353,Critical,19,108.21,0.08,Express Air,-50.02,5.28,5.66,Russell Applegate,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,40354
4946,35142,40290,Low,11,231.27,0.03,Regular Air,89.29,20.24,6.67,Joel Jenkins,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,40292
5037,35908,40524,Not Specified,40,240.18,0.06,Regular Air,-160.21,5.78,7.64,Brad Eason,Ontario,Ontario,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,40526
5038,35908,40524,Not Specified,45,529.28,0.1,Express Air,-30.27,12.21,4.81,Brad Eason,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,40525
7469,53314,40440,High,33,2667.92,0.01,Regular Air,1049.02,78.69,19.99,Cari Sayre,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,40440
7470,53314,40440,High,15,2236.15,0.05,Delivery Truck,-310.95,145.98,51.92,Cari Sayre,Ontario,Ontario,Home Office,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,40442
7711,55269,40244,Medium,1,49.61,0,Regular Air,-41.82,30.98,17.08,Adam Bellavance,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4,40245
7845,56101,40378,Not Specified,1,21.45,0.01,Regular Air,-7.22,14.42,6.75,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,40380
7846,56101,40378,Not Specified,44,5347.13,0.08,Regular Air,1886.4135,122.99,19.99,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37,40381
8214,58725,40318,Not Specified,20,148.31,0.03,Regular Air,37.33,7.04,2.17,Joel Jenkins,Ontario,Ontario,Corporate,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.38,40319
288,2020,40349,Medium,42,213.75,0.03,Regular Air,-188.77,5.02,5.14,Sandra Glassco,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,40351
2410,17506,40237,Low,33,9473.31,0.03,Delivery Truck,1939.11,294.62,42.52,Susan Vittorini,Ontario,Ontario,Home Office,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,0.57,40241
5258,37440,40352,Not Specified,31,295.45,0.03,Regular Air,-4.36,9.38,4.93,Rick Wilson,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Small Box,0.57,40354
5633,39872,40231,Critical,5,16.24,0.01,Regular Air,0.35,2.88,0.99,Sandra Glassco,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 514,Small Box,0.36,40232
5985,42405,40199,High,13,81.68,0.08,Regular Air,-25.22,5.98,5.15,Skye Norling,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 193,Small Box,0.36,40201
6631,47171,40185,Medium,21,147.16,0.01,Regular Air,-92.55,6.48,8.4,Sandra Glassco,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,40186
6632,47171,40185,Medium,19,50.07,0.03,Regular Air,-0.53,2.67,0.86,Sandra Glassco,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Blackstonian Pencils,Wrap Bag,0.57,40186
6633,47171,40185,Medium,32,6982.87,0.05,Delivery Truck,875.55,217.85,29.1,Sandra Glassco,Ontario,Ontario,Home Office,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Jumbo Box,0.68,40185
643,4545,40194,Not Specified,33,126.38,0.08,Regular Air,26.64,4,1.3,Pauline Chand,Ontario,Ontario,Small Business,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,40196
644,4545,40194,Not Specified,4,33.1,0.06,Regular Air,-24.15,6.48,8.74,Pauline Chand,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1984,Small Box,0.36,40195
800,5703,40313,Medium,29,357.96,0.06,Regular Air,10.44,12.28,6.47,Joni Blumstein,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1881,Small Box,0.38,40314
880,6311,40219,Medium,18,1297.4485,0.04,Regular Air,4.212,85.99,10.78,Anna Gayman,Ontario,Ontario,Corporate,Technology,Telephones and Communication,3395,Small Box,0.58,40222
1399,10147,40460,High,22,96.75,0.04,Regular Air,-72.91,4.24,5.41,Jennifer Halladay,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,40461
1703,12261,40474,Low,12,2237.76,0.1,Delivery Truck,151.86,200.98,23.76,Ritsa Hightower,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,40479
1704,12261,40474,Low,4,20.59,0.02,Express Air,1.19,3.98,0.83,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51,40478
1705,12261,40474,Low,19,281.74,0.06,Regular Air,25.67,14.56,3.5,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,40479
1706,12261,40474,Low,23,217.35,0,Regular Air,-67.19,8.74,8.29,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,40481
